-0.00010721,-0.0004761
-0.0032283,-0.00070735
0.0016787,-0.0057815
-5.2966e-05,-0.0017907
-0.0024849,0.0030699
-0.0041899,0.00093841
-0.0011559,-0.0008107
-6.8289e-05,-7.1248e-05
-0.00056077,-0.0024483
-0.00019908,-0.00069522
-0.01229,-0.0080763
-0.0045876,0.013236
-0.0034117,0.001584
0.001698,-0.019958
0.00017411,-0.00057596
-0.062349,-0.016296
-0.00031364,-0.0011543
-0.0020326,-0.0016667
-0.002003,-0.0015286
-0.0014574,0.00045388
-0.0027712,0.0041384
-0.0069442,-0.0027552
-0.0044178,-0.015732
-0.00083221,-0.0055549
-0.00017563,-0.00039286
-0.00040239,-0.00010923
9.2333e-05,-0.0013298
0.00043634,-0.0031554
-0.0011214,0.0022328
-1.8987e-05,0.0010295
0.00011942,-0.0021895
-0.00034517,-0.00077555
-0.0048335,-0.00029876
-0.00091268,-0.00079817
-0.00011068,2.1401e-05
-0.001941,-0.000315
-0.0022965,0.0040755
-0.0005657,0.026575
-0.01196,-0.0033669
0.00014782,-0.0034013
-0.013888,0.0060277
0.00026682,-0.00023466
0.0038686,-0.019162
-0.0017241,-0.00039546
-0.0010666,-0.0020649
-0.03251,0.023673
-0.00033929,-0.00036669
-0.0015816,-0.00015131
0.00073769,-0.0041178
0.0011621,-0.0048152
