0.00053579,-0.0015428
-0.0096374,-0.0057604
0.0035724,-0.0080392
-0.0006286,-0.0039815
-0.0015745,0.002962
-0.0073512,0.00085259
-0.003919,-0.0014711
-0.00025815,-0.00038469
-0.0018423,-0.0092055
-0.00096854,-0.0012256
-0.020099,-0.027455
-0.017621,0.026197
-0.01212,0.001834
0.0034721,-0.036131
0.000113,-0.0013619
-0.14212,-0.082543
-0.00081249,-0.0028454
-0.0066194,-0.010005
-0.0023213,-0.0030592
-0.0055822,0.0017042
-0.012677,0.017145
-0.0099711,-0.010503
-0.011648,-0.047126
-0.0025514,-0.013543
-0.00038019,-0.0016239
-0.00073445,-0.0014899
0.00011608,-0.0036883
0.00015217,-0.0050889
-0.0024188,-0.001267
-0.00056446,-3.2402e-06
-0.00012862,-0.0036665
-0.0022263,-0.0017478
-0.0090807,-0.006161
-0.0027767,-0.0044637
-0.00038655,0.00052487
-0.0043428,-0.0046697
-0.0072727,0.0015312
-0.0039395,-0.00037785
-0.029704,-0.028137
0.00036534,-0.0054719
-0.03833,0.013216
0.00031145,-0.0015217
0.0095098,-0.033868
-0.0040444,-0.0035853
-0.0020177,-0.007596
-0.1188,0.083121
-0.0020546,-0.0011207
-0.0039396,-0.0016431
0.0015556,-0.011088
0.0019743,-0.01081
