-0.0021485,1.5019e-05
-0.0029087,0.0032273
-0.025404,-0.023574
-0.014928,0.0038786
-0.010428,0.017819
-0.3314,0.363
-0.013282,0.0083687
-0.0014105,0.0023373
-0.0047815,0.00045418
-0.18704,-0.0045189
-0.0097977,0.014786
-0.036191,0.056477
-0.0077974,0.0097477
-0.072093,-0.056305
-0.003068,-0.0034412
-0.02027,0.027286
-0.0072284,-0.0043465
-0.0041178,0.00067926
-0.066296,-0.021678
-0.010926,0.0093357
-0.0031071,0.0072117
-0.0052954,0.0055394
-0.034936,-0.021594
-0.014428,-0.00071523
-0.0029527,-0.00078537
-0.0051416,0.0028495
-0.0032838,-0.00086867
-0.009725,-0.0069647
-0.0072194,0.004773
-0.00090135,0.0025378
-0.0217,-0.0056396
-0.068824,0.037256
-0.0083748,0.0060607
-0.0013232,-0.00011925
-0.057755,0.029643
-0.005541,0.0043485
-0.0074109,0.010388
-0.0055993,0.0085367
-0.010079,0.015103
-0.45466,-0.22218
-0.028394,0.037429
-0.020847,0.0079893
-0.13305,-0.12279
-0.009981,0.0093703
-0.0062756,-0.004202
-0.070086,0.11607
-0.015393,0.0065846
-0.013215,0.0077173
-0.0185,-0.016967
-0.041667,-0.020763
