0.00033178,-0.00047274
-0.011681,-0.0059451
0.001897,-0.00077518
2.6441e-05,-0.001592
-0.013068,-0.0020733
-0.016566,-0.0025992
-0.0041625,-0.0018832
0.00016916,-8.6469e-05
-0.0012558,-0.00040212
-0.0013364,-0.0010724
-0.018491,-0.015296
-0.022442,0.0054743
-0.029932,0.0076108
0.0041717,-0.010843
0.00051613,-0.00052442
-0.21962,-0.11203
-0.00066757,-0.0032904
-0.0050936,-0.0032513
-0.0032478,-0.0053385
-0.0045722,-0.00074867
-0.075228,0.26795
-0.014922,-0.012019
-0.015315,-0.028605
-0.0016865,-0.0047986
-0.00071689,-0.0020129
-0.00056895,-0.00011645
0.00087345,-0.0010951
0.0003254,-0.0022903
-0.0014991,0.0013561
-3.0414e-05,-0.00010005
0.00023714,-0.0027485
-0.0020609,-0.0021463
-0.023322,-0.0047519
-0.0032919,-0.0032958
-0.00039999,-0.00035717
-0.0043278,-0.001235
-0.028991,0.012522
-0.0074638,0.0043905
-0.036261,-0.010468
-0.00078514,-0.0021631
-0.12946,-0.012374
0.00096596,-0.0014459
0.005815,-0.0058105
-0.0068458,-0.0002766
-0.0020361,-0.0031346
-0.26652,0.028847
-0.0013173,-0.00069751
-0.0029024,-0.001374
0.002443,-0.0058514
0.0026626,-0.0050126
