0.00046843,0.00099173
-0.00040165,0.00014966
0.0010629,0.0052064
0.0003563,0.0015108
-0.002234,-0.0029178
-0.0019281,0.0002398
-0.0012932,0.001219
7.2955e-06,0.0001643
0.00032273,0.0045372
-0.00022362,0.0005795
-0.00011192,0.0013161
-0.0062563,-0.00092609
-0.0037031,0.00055398
0.0034203,0.032343
0.00023836,0.00083638
-0.014716,0.0034679
-0.00026193,0.0011064
-0.00037278,0.0019597
0.00047207,0.0023592
-0.0010395,0.00017104
-0.006654,-0.002759
-0.00067246,-0.00086158
0.00081038,0.010152
0.00071485,0.0085654
7.9869e-05,0.00058819
-1.8316e-05,0.00041534
0.00057794,0.0039205
0.00031328,0.0027648
-9.2544e-05,0.00034466
4.0289e-05,0.00037568
0.00012405,0.0035258
0.00026666,0.0014031
-0.001655,0.0012165
-2.7545e-06,0.00097397
-0.00054335,0.00025201
-0.00022427,0.00051303
-0.0030284,-0.0012148
-0.00073998,0.00085053
-0.0020121,-0.0015481
0.00034374,0.0036772
-0.010782,0.0018712
0.00041044,0.0022214
0.0017814,0.015934
-0.00061762,0.00024594
0.00045995,0.0030341
-0.054313,0.0078116
-0.0005994,0.0011252
-0.00049202,0.00031298
0.00098373,0.0072332
0.00197,0.0087248
